File Name,Size (KB),Type,Modified Time,Path
7z2409-x64.exe,1598.97,.exe,2025-05-17 22:45:04.283019,C:\Bhavin\7z2409-x64.exe
7zxa.dll,222.14,.dll,2024-11-30 22:13:24.171057,C:\Bhavin\7zxa.dll
BraveBrowserSetup-BRV010.exe,1246.78,.exe,2025-05-15 13:13:08.823668,C:\Bhavin\BraveBrowserSetup-BRV010.exe
Buckshot.Roulette.v2.1.0-OFME.torrent,37.23,.torrent,2025-05-24 23:55:23.924199,C:\Bhavin\Buckshot.Roulette.v2.1.0-OFME.torrent
Default.SFX,453.0,.SFX,2025-03-20 15:31:29.157962,C:\Bhavin\Default.SFX
Default32.SFX,363.5,.SFX,2025-03-20 15:31:23.097002,C:\Bhavin\Default32.SFX
Descript.ion,1.66,.ion,2024-03-17 17:59:03.702955,C:\Bhavin\Descript.ion
EpicInstaller-18.5.0.msi,181356.0,.msi,2025-05-25 18:17:10.497513,C:\Bhavin\EpicInstaller-18.5.0.msi
Install VALORANT.exe,71686.23,.exe,2025-05-17 20:20:28.583520,C:\Bhavin\Install VALORANT.exe
License.txt,6.72,.txt,2014-05-22 22:01:40.930710,C:\Bhavin\License.txt
Order.htm,3.36,.htm,2025-03-21 15:28:27.200477,C:\Bhavin\Order.htm
Rar.exe,793.14,.exe,2025-03-20 15:31:50.765399,C:\Bhavin\Rar.exe
Rar.txt,109.3,.txt,2025-03-14 19:19:36.360882,C:\Bhavin\Rar.txt
RarExt.dll,633.64,.dll,2025-03-20 15:31:56.340515,C:\Bhavin\RarExt.dll
RarExt32.dll,526.14,.dll,2025-03-20 15:31:57.437113,C:\Bhavin\RarExt32.dll
RarExtInstaller.exe,206.14,.exe,2025-03-20 15:31:51.917850,C:\Bhavin\RarExtInstaller.exe
RarExtLogo.altform-unplated_targetsize-32.png,2.13,.png,2021-10-21 22:06:07.827979,C:\Bhavin\RarExtLogo.altform-unplated_targetsize-32.png
RarExtLogo.altform-unplated_targetsize-48.png,4.08,.png,2021-10-21 22:06:01.998287,C:\Bhavin\RarExtLogo.altform-unplated_targetsize-48.png
RarExtLogo.altform-unplated_targetsize-64.png,6.09,.png,2021-10-21 23:24:44.815204,C:\Bhavin\RarExtLogo.altform-unplated_targetsize-64.png
RarExtPackage.msix,23.87,.msix,2025-03-20 15:30:55.393248,C:\Bhavin\RarExtPackage.msix
RarFiles.lst,1.29,.lst,2024-06-09 18:08:38.227187,C:\Bhavin\RarFiles.lst
rarnew.dat,0.02,.dat,2025-05-17 22:49:34.025683,C:\Bhavin\rarnew.dat
ReadMe.txt,1.26,.txt,2021-07-14 20:48:43.965222,C:\Bhavin\ReadMe.txt
Resources.pri,1.6,.pri,2025-03-20 15:30:52.314541,C:\Bhavin\Resources.pri
Risk.of.Rain.2.v1.3.8-OFME.torrent,81.63,.torrent,2025-05-17 23:51:49.683319,C:\Bhavin\Risk.of.Rain.2.v1.3.8-OFME.torrent
SpotifySetup.exe,1419.42,.exe,2025-05-15 13:06:05.085313,C:\Bhavin\SpotifySetup.exe
Uninstall.exe,383.64,.exe,2025-03-21 15:34:04.450409,C:\Bhavin\Uninstall.exe
Uninstall.lst,0.77,.lst,2025-03-20 15:32:06.041235,C:\Bhavin\Uninstall.lst
UnRAR.exe,532.14,.exe,2025-03-20 15:31:54.091829,C:\Bhavin\UnRAR.exe
utweb_installer.exe,4433.01,.exe,2025-05-17 22:25:51.265792,C:\Bhavin\utweb_installer.exe
Valheim.v0.220.5-OFME.torrent,53.44,.torrent,2025-05-17 22:24:39.723718,C:\Bhavin\Valheim.v0.220.5-OFME.torrent
WhatsApp Video 2025-05-17 at 8.25.19 PM.mp4,2537.62,.mp4,2025-05-17 22:37:29.032595,C:\Bhavin\WhatsApp Video 2025-05-17 at 8.25.19 PM.mp4
WhatsApp Video 2025-05-17 at 8.27.16 PM.mp4,4012.16,.mp4,2025-05-17 22:39:11.845139,C:\Bhavin\WhatsApp Video 2025-05-17 at 8.27.16 PM.mp4
WhatsApp Video 2025-05-21 at 1.19.49 PM.mp4,792.29,.mp4,2025-05-22 02:07:08.272536,C:\Bhavin\WhatsApp Video 2025-05-21 at 1.19.49 PM.mp4
WhatsNew.txt,54.17,.txt,2025-03-20 14:09:00.008519,C:\Bhavin\WhatsNew.txt
WinCon.SFX,396.0,.SFX,2025-03-20 15:31:14.976197,C:\Bhavin\WinCon.SFX
WinCon32.SFX,319.0,.SFX,2025-03-20 15:31:06.209026,C:\Bhavin\WinCon32.SFX
winrar-x64-711.exe,3700.48,.exe,2025-05-17 22:49:07.519541,C:\Bhavin\winrar-x64-711.exe
WinRAR.chm,324.19,.chm,2025-03-20 15:31:46.214427,C:\Bhavin\WinRAR.chm
WinRAR.exe,3235.14,.exe,2025-03-21 15:34:24.950271,C:\Bhavin\WinRAR.exe
Zip.SFX,401.0,.SFX,2025-03-20 15:31:39.313129,C:\Bhavin\Zip.SFX
Zip32.SFX,326.0,.SFX,2025-03-20 15:31:34.038630,C:\Bhavin\Zip32.SFX
zipnew.dat,0.02,.dat,2025-05-17 22:49:34.026681,C:\Bhavin\zipnew.dat
Buckshot.Roulette.v2.1.0-OFME.rar,953258.48,.rar,2025-05-25 00:01:20.072385,C:\Bhavin\Buckshot Roulette\Buckshot.Roulette.v2.1.0-OFME.rar
Buckshot Roulette.exe,776211.84,.exe,2024-12-03 03:41:56.913497,C:\Bhavin\Buckshot Roulette\Buckshot.Roulette.v2.1.0-OFME\Buckshot Roulette\Buckshot Roulette.exe
OnlineFix.ini,0.55,.ini,2025-05-25 00:04:04.236680,C:\Bhavin\Buckshot Roulette\Buckshot.Roulette.v2.1.0-OFME\Buckshot Roulette\OnlineFix.ini
OnlineFix.url,0.04,.url,2019-09-23 22:13:58.735235,C:\Bhavin\Buckshot Roulette\Buckshot.Roulette.v2.1.0-OFME\Buckshot Roulette\OnlineFix.url
OnlineFix64.dll,12774.5,.dll,2024-10-11 04:40:01.797281,C:\Bhavin\Buckshot Roulette\Buckshot.Roulette.v2.1.0-OFME\Buckshot Roulette\OnlineFix64.dll
SteamOverlay64.dll,114.5,.dll,2023-09-04 17:43:32.066320,C:\Bhavin\Buckshot Roulette\Buckshot.Roulette.v2.1.0-OFME\Buckshot Roulette\SteamOverlay64.dll
steam_api64.dll,295.5,.dll,2024-11-04 18:51:37.856759,C:\Bhavin\Buckshot Roulette\Buckshot.Roulette.v2.1.0-OFME\Buckshot Roulette\steam_api64.dll
steam_api64.of,294.85,.of,2024-11-04 18:05:21.238317,C:\Bhavin\Buckshot Roulette\Buckshot.Roulette.v2.1.0-OFME\Buckshot Roulette\steam_api64.of
70K.wav,12110.46,.wav,2024-12-03 03:41:40.525963,C:\Bhavin\Buckshot Roulette\Buckshot.Roulette.v2.1.0-OFME\Buckshot Roulette\Original Soundtrack\Buckshot Roulette OST - Vol. I (Mike Klubnika)\70K.wav
Before Every Load.wav,28943.32,.wav,2024-12-03 03:41:40.814962,C:\Bhavin\Buckshot Roulette\Buckshot.Roulette.v2.1.0-OFME\Buckshot Roulette\Original Soundtrack\Buckshot Roulette OST - Vol. I (Mike Klubnika)\Before Every Load.wav
Blank Shell.wav,23233.94,.wav,2024-12-03 03:41:41.070960,C:\Bhavin\Buckshot Roulette\Buckshot.Roulette.v2.1.0-OFME\Buckshot Roulette\Original Soundtrack\Buckshot Roulette OST - Vol. I (Mike Klubnika)\Blank Shell.wav
cover.png,1182.68,.png,2024-12-03 03:41:40.375799,C:\Bhavin\Buckshot Roulette\Buckshot.Roulette.v2.1.0-OFME\Buckshot Roulette\Original Soundtrack\Buckshot Roulette OST - Vol. I (Mike Klubnika)\cover.png
General Release.wav,23645.38,.wav,2024-12-03 03:41:41.322963,C:\Bhavin\Buckshot Roulette\Buckshot.Roulette.v2.1.0-OFME\Buckshot Roulette\Original Soundtrack\Buckshot Roulette OST - Vol. I (Mike Klubnika)\General Release.wav
Monochrome LCD.wav,44890.19,.wav,2024-12-03 03:41:41.770760,C:\Bhavin\Buckshot Roulette\Buckshot.Roulette.v2.1.0-OFME\Buckshot Roulette\Original Soundtrack\Buckshot Roulette OST - Vol. I (Mike Klubnika)\Monochrome LCD.wav
Socket Calibration.wav,35737.82,.wav,2024-12-03 03:41:42.256759,C:\Bhavin\Buckshot Roulette\Buckshot.Roulette.v2.1.0-OFME\Buckshot Roulette\Original Soundtrack\Buckshot Roulette OST - Vol. I (Mike Klubnika)\Socket Calibration.wav
You are an Angel.wav,17286.17,.wav,2024-12-03 03:41:42.287758,C:\Bhavin\Buckshot Roulette\Buckshot.Roulette.v2.1.0-OFME\Buckshot Roulette\Original Soundtrack\Buckshot Roulette OST - Vol. I (Mike Klubnika)\You are an Angel.wav
cover.png,401.11,.png,2024-12-03 03:41:40.199799,C:\Bhavin\Buckshot Roulette\Buckshot.Roulette.v2.1.0-OFME\Buckshot Roulette\Original Soundtrack\Buckshot Roulette OST - Vol. II (Alex Peipman)\cover.png
Desolate.wav,63125.51,.wav,2024-12-03 03:41:43.122004,C:\Bhavin\Buckshot Roulette\Buckshot.Roulette.v2.1.0-OFME\Buckshot Roulette\Original Soundtrack\Buckshot Roulette OST - Vol. II (Alex Peipman)\Desolate.wav
Koni.wav,82688.0,.wav,2024-12-03 03:41:44.275453,C:\Bhavin\Buckshot Roulette\Buckshot.Roulette.v2.1.0-OFME\Buckshot Roulette\Original Soundtrack\Buckshot Roulette OST - Vol. II (Alex Peipman)\Koni.wav
Overdose Casino.wav,58821.96,.wav,2024-12-03 03:41:45.115016,C:\Bhavin\Buckshot Roulette\Buckshot.Roulette.v2.1.0-OFME\Buckshot Roulette\Original Soundtrack\Buckshot Roulette OST - Vol. II (Alex Peipman)\Overdose Casino.wav
Surrounded.wav,59400.52,.wav,2024-12-03 03:41:45.957080,C:\Bhavin\Buckshot Roulette\Buckshot.Roulette.v2.1.0-OFME\Buckshot Roulette\Original Soundtrack\Buckshot Roulette OST - Vol. II (Alex Peipman)\Surrounded.wav
Twice or it's Luck.wav,71349.75,.wav,2024-12-03 03:41:46.792091,C:\Bhavin\Buckshot Roulette\Buckshot.Roulette.v2.1.0-OFME\Buckshot Roulette\Original Soundtrack\Buckshot Roulette OST - Vol. II (Alex Peipman)\Twice or it's Luck.wav
BuckshotRoulette_Fix_Repair_Steam_Generic.rar,11233.14,.rar,2025-05-24 23:59:38.190554,C:\Bhavin\Buckshot Roulette\Fix Repair\BuckshotRoulette_Fix_Repair_Steam_Generic.rar
Manifest_DebugFiles_Win64.txt,0.22,.txt,2025-05-17 20:26:48.180641,C:\Bhavin\Riot Games\VALORANT\live\Manifest_DebugFiles_Win64.txt
Manifest_NonUFSFiles_Win64.txt,16.77,.txt,2025-05-17 20:26:48.188638,C:\Bhavin\Riot Games\VALORANT\live\Manifest_NonUFSFiles_Win64.txt
VALORANT.exe,196.09,.exe,2025-05-18 00:46:06.455473,C:\Bhavin\Riot Games\VALORANT\live\VALORANT.exe
chrome_elf.dll,1120.49,.dll,2025-05-17 20:26:24.438071,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\chrome_elf.dll
d3dcompiler_43.dll,2056.85,.dll,2025-05-17 20:26:24.438071,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\d3dcompiler_43.dll
d3dcompiler_47.dll,4244.26,.dll,2025-05-17 20:26:24.446077,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\d3dcompiler_47.dll
icudtl.dat,10169.42,.dat,2025-05-17 20:26:24.470073,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\icudtl.dat
libcef.dll,150851.05,.dll,2025-05-17 20:26:40.570331,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\libcef.dll
libEGL.dll,408.66,.dll,2025-05-17 20:26:24.446077,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\libEGL.dll
libGLESv2.dll,6705.58,.dll,2025-05-17 20:26:24.454069,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\libGLESv2.dll
snapshot_blob.bin,47.26,.bin,2025-05-17 20:26:40.537970,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\snapshot_blob.bin
v8_context_snapshot.bin,161.63,.bin,2025-05-17 20:26:40.558301,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\v8_context_snapshot.bin
chrome_100_percent.pak,762.25,.pak,2025-05-17 20:26:24.253869,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\chrome_100_percent.pak
chrome_200_percent.pak,1326.94,.pak,2025-05-17 20:26:24.268530,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\chrome_200_percent.pak
icudtl.dat,10169.42,.dat,2025-05-17 20:26:24.307307,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\icudtl.dat
resources.pak,7114.66,.pak,2025-05-17 20:26:24.430068,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\resources.pak
am.pak,441.55,.pak,2025-05-17 20:26:24.275701,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\am.pak
ar.pak,467.36,.pak,2025-05-17 20:26:24.275701,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\ar.pak
bg.pak,503.53,.pak,2025-05-17 20:26:24.292178,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\bg.pak
bn.pak,655.54,.pak,2025-05-17 20:26:24.299283,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\bn.pak
ca.pak,311.13,.pak,2025-05-17 20:26:24.299283,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\ca.pak
cs.pak,318.33,.pak,2025-05-17 20:26:24.307307,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\cs.pak
da.pak,286.91,.pak,2025-05-17 20:26:24.307307,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\da.pak
de.pak,308.63,.pak,2025-05-17 20:26:24.315311,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\de.pak
el.pak,551.3,.pak,2025-05-17 20:26:24.315311,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\el.pak
en-GB.pak,252.72,.pak,2025-05-17 20:26:24.315311,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\en-GB.pak
en-US.pak,256.02,.pak,2025-05-17 20:26:24.315311,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\en-US.pak
es-419.pak,305.12,.pak,2025-05-17 20:26:24.323313,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\es-419.pak
es.pak,307.77,.pak,2025-05-17 20:26:24.323313,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\es.pak
et.pak,276.02,.pak,2025-05-17 20:26:24.323313,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\et.pak
fa.pak,444.71,.pak,2025-05-17 20:26:24.331314,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\fa.pak
fi.pak,283.69,.pak,2025-05-17 20:26:24.331314,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\fi.pak
fil.pak,317.45,.pak,2025-05-17 20:26:24.331314,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\fil.pak
fr.pak,335.26,.pak,2025-05-17 20:26:24.331314,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\fr.pak
gu.pak,627.49,.pak,2025-05-17 20:26:24.339305,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\gu.pak
he.pak,388.33,.pak,2025-05-17 20:26:24.339305,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\he.pak
hi.pak,650.33,.pak,2025-05-17 20:26:24.339305,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\hi.pak
hr.pak,305.71,.pak,2025-05-17 20:26:24.347412,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\hr.pak
hu.pak,328.25,.pak,2025-05-17 20:26:24.347412,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\hu.pak
id.pak,273.43,.pak,2025-05-17 20:26:24.347412,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\id.pak
it.pak,300.73,.pak,2025-05-17 20:26:24.347412,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\it.pak
ja.pak,371.41,.pak,2025-05-17 20:26:24.358749,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\ja.pak
kn.pak,729.15,.pak,2025-05-17 20:26:24.360033,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\kn.pak
ko.pak,311.17,.pak,2025-05-17 20:26:24.360033,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\ko.pak
lt.pak,329.45,.pak,2025-05-17 20:26:24.366051,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\lt.pak
lv.pak,326.77,.pak,2025-05-17 20:26:24.366051,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\lv.pak
ml.pak,764.43,.pak,2025-05-17 20:26:24.374080,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\ml.pak
mr.pak,613.66,.pak,2025-05-17 20:26:24.374080,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\mr.pak
ms.pak,285.37,.pak,2025-05-17 20:26:24.374080,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\ms.pak
nb.pak,279.45,.pak,2025-05-17 20:26:24.382077,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\nb.pak
nl.pak,288.93,.pak,2025-05-17 20:26:24.382077,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\nl.pak
pl.pak,317.73,.pak,2025-05-17 20:26:24.382077,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\pl.pak
pt-BR.pak,300.82,.pak,2025-05-17 20:26:24.390073,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\pt-BR.pak
pt-PT.pak,305.28,.pak,2025-05-17 20:26:24.390073,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\pt-PT.pak
ro.pak,312.84,.pak,2025-05-17 20:26:24.390073,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\ro.pak
ru.pak,501.77,.pak,2025-05-17 20:26:24.390073,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\ru.pak
sk.pak,323.56,.pak,2025-05-17 20:26:24.398071,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\sk.pak
sl.pak,308.86,.pak,2025-05-17 20:26:24.398071,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\sl.pak
sr.pak,476.02,.pak,2025-05-17 20:26:24.406081,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\sr.pak
sv.pak,281.01,.pak,2025-05-17 20:26:24.406081,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\sv.pak
sw.pak,288.73,.pak,2025-05-17 20:26:24.406081,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\sw.pak
ta.pak,740.71,.pak,2025-05-17 20:26:24.406081,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\ta.pak
te.pak,691.03,.pak,2025-05-17 20:26:24.414082,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\te.pak
th.pak,583.94,.pak,2025-05-17 20:26:24.414082,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\th.pak
tr.pak,298.89,.pak,2025-05-17 20:26:24.414082,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\tr.pak
uk.pak,500.47,.pak,2025-05-17 20:26:24.414082,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\uk.pak
vi.pak,351.54,.pak,2025-05-17 20:26:24.422076,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\vi.pak
zh-CN.pak,259.22,.pak,2025-05-17 20:26:24.422076,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\zh-CN.pak
zh-TW.pak,257.79,.pak,2025-05-17 20:26:24.430068,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\locales\zh-TW.pak
libEGL.dll,426.34,.dll,2025-05-17 20:26:24.430068,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\swiftshader\libEGL.dll
libGLESv2.dll,2715.84,.dll,2025-05-17 20:26:24.438071,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\CEF3\Win64\Resources\swiftshader\libGLESv2.dll
dbghelp.dll,1824.94,.dll,2025-05-17 20:26:40.575287,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\DbgHelp\dbghelp.dll
GfnRuntimeSdk.dll,3137.34,.dll,2025-05-17 20:26:40.589948,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\NVIDIA\GeForceNOW\Win64\GfnRuntimeSdk.dll
GFSDK_Aftermath_Lib.x64.dll,1415.34,.dll,2025-05-17 20:26:40.581922,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\NVIDIA\NVaftermath\Win64\GFSDK_Aftermath_Lib.x64.dll
libogg_64.dll,59.1,.dll,2025-05-17 20:26:40.597953,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\Ogg\Win64\VS2015\libogg_64.dll
ApexFramework_x64.dll,1039.11,.dll,2025-05-17 20:26:40.613961,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\PhysX3\Win64\VS2015\ApexFramework_x64.dll
APEX_Clothing_x64.dll,1211.59,.dll,2025-05-17 20:26:40.597953,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\PhysX3\Win64\VS2015\APEX_Clothing_x64.dll
APEX_Destructible_x64.dll,1990.38,.dll,2025-05-17 20:26:40.605956,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\PhysX3\Win64\VS2015\APEX_Destructible_x64.dll
APEX_Legacy_x64.dll,3290.73,.dll,2025-05-17 20:26:40.613961,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\PhysX3\Win64\VS2015\APEX_Legacy_x64.dll
NvCloth_x64.dll,272.47,.dll,2025-05-17 20:26:40.621953,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\PhysX3\Win64\VS2015\NvCloth_x64.dll
PhysX3Common_x64.dll,1585.79,.dll,2025-05-17 20:26:40.621953,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\PhysX3\Win64\VS2015\PhysX3Common_x64.dll
PhysX3Cooking_x64.dll,251.72,.dll,2025-05-17 20:26:40.621953,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\PhysX3\Win64\VS2015\PhysX3Cooking_x64.dll
PhysX3_x64.dll,2084.72,.dll,2025-05-17 20:26:40.637953,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\PhysX3\Win64\VS2015\PhysX3_x64.dll
PxFoundation_x64.dll,64.64,.dll,2025-05-17 20:26:40.629953,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\PhysX3\Win64\VS2015\PxFoundation_x64.dll
PxPvdSDK_x64.dll,196.73,.dll,2025-05-17 20:26:40.637953,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\PhysX3\Win64\VS2015\PxPvdSDK_x64.dll
libvorbisfile_64.dll,47.96,.dll,2025-05-17 20:26:40.646154,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\Vorbis\Win64\VS2015\libvorbisfile_64.dll
libvorbis_64.dll,1699.34,.dll,2025-05-17 20:26:40.646154,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\Vorbis\Win64\VS2015\libvorbis_64.dll
xaudio2_9redist.dll,827.58,.dll,2025-05-17 20:26:40.658524,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\ThirdParty\Windows\XAudio2_9\x64\xaudio2_9redist.dll
api-ms-win-core-console-l1-1-0.dll,12.34,.dll,2025-05-17 20:26:41.868033,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\Win64\api-ms-win-core-console-l1-1-0.dll
api-ms-win-core-console-l1-2-0.dll,12.34,.dll,2025-05-17 20:26:41.880320,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\Win64\api-ms-win-core-console-l1-2-0.dll
api-ms-win-core-datetime-l1-1-0.dll,11.84,.dll,2025-05-17 20:26:41.883844,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\Win64\api-ms-win-core-datetime-l1-1-0.dll
api-ms-win-core-debug-l1-1-0.dll,11.84,.dll,2025-05-17 20:26:41.891868,C:\Bhavin\Riot Games\VALORANT\live\Engine\Binaries\Win64\api-ms-win-core-debug-l1-1-0.dll
