File Name,Size (KB),Type,Modified Time,Path
pakchunk10_s179-WindowsClient.sig,6.79,.sig,2025-05-17 21:12:32.158677,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s179-WindowsClient.sig
pakchunk10_s18-WindowsClient.pak,104084.49,.pak,2025-05-17 21:12:53.036209,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s18-WindowsClient.pak
pakchunk10_s18-WindowsClient.sig,6.87,.sig,2025-05-17 21:12:39.273345,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s18-WindowsClient.sig
pakchunk10_s180-WindowsClient.pak,104261.97,.pak,2025-05-17 21:13:11.733647,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s180-WindowsClient.pak
pakchunk10_s180-WindowsClient.sig,6.88,.sig,2025-05-17 21:12:53.037211,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s180-WindowsClient.sig
pakchunk10_s181-WindowsClient.pak,102539.89,.pak,2025-05-17 21:13:20.191684,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s181-WindowsClient.pak
pakchunk10_s181-WindowsClient.sig,6.78,.sig,2025-05-17 21:12:57.333144,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s181-WindowsClient.sig
pakchunk10_s182-WindowsClient.pak,102759.53,.pak,2025-05-17 21:13:30.647229,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s182-WindowsClient.pak
pakchunk10_s182-WindowsClient.sig,6.79,.sig,2025-05-17 21:13:13.937170,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s182-WindowsClient.sig
pakchunk10_s183-WindowsClient.pak,105130.23,.pak,2025-05-17 21:13:40.357096,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s183-WindowsClient.pak
pakchunk10_s183-WindowsClient.sig,6.93,.sig,2025-05-17 21:13:23.392907,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s183-WindowsClient.sig
pakchunk10_s184-WindowsClient.pak,107889.9,.pak,2025-05-17 21:13:59.298077,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s184-WindowsClient.pak
pakchunk10_s184-WindowsClient.sig,7.1,.sig,2025-05-17 21:13:40.358096,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s184-WindowsClient.sig
pakchunk10_s185-WindowsClient.pak,102480.73,.pak,2025-05-17 21:14:10.090420,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s185-WindowsClient.pak
pakchunk10_s185-WindowsClient.sig,6.77,.sig,2025-05-17 21:13:44.640555,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s185-WindowsClient.sig
pakchunk10_s186-WindowsClient.pak,104855.17,.pak,2025-05-17 21:14:21.137601,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s186-WindowsClient.pak
pakchunk10_s186-WindowsClient.sig,6.92,.sig,2025-05-17 21:14:01.633062,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s186-WindowsClient.sig
pakchunk10_s187-WindowsClient.pak,102630.52,.pak,2025-05-17 21:14:42.565476,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s187-WindowsClient.pak
pakchunk10_s187-WindowsClient.sig,6.78,.sig,2025-05-17 21:14:12.498780,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s187-WindowsClient.sig
pakchunk10_s188-WindowsClient.pak,102480.41,.pak,2025-05-17 21:14:53.819456,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s188-WindowsClient.pak
pakchunk10_s188-WindowsClient.sig,6.77,.sig,2025-05-17 21:14:27.618970,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s188-WindowsClient.sig
pakchunk10_s189-WindowsClient.pak,103135.95,.pak,2025-05-17 21:15:01.331764,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s189-WindowsClient.pak
pakchunk10_s189-WindowsClient.sig,6.81,.sig,2025-05-17 21:14:58.132262,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s189-WindowsClient.sig
pakchunk10_s19-WindowsClient.pak,103456.05,.pak,2025-05-17 21:15:10.400975,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s19-WindowsClient.pak
pakchunk10_s19-WindowsClient.sig,6.83,.sig,2025-05-17 21:15:01.333799,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s19-WindowsClient.sig
pakchunk10_s190-WindowsClient.pak,102562.51,.pak,2025-05-17 21:15:20.240087,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s190-WindowsClient.pak
pakchunk10_s190-WindowsClient.sig,6.78,.sig,2025-05-17 21:15:10.402996,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s190-WindowsClient.sig
pakchunk10_s191-WindowsClient.pak,105531.62,.pak,2025-05-17 21:15:40.530729,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s191-WindowsClient.pak
pakchunk10_s191-WindowsClient.sig,6.96,.sig,2025-05-17 21:15:20.242088,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s191-WindowsClient.sig
pakchunk10_s192-WindowsClient.pak,102709.18,.pak,2025-05-17 21:15:54.722414,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s192-WindowsClient.pak
pakchunk10_s192-WindowsClient.sig,6.79,.sig,2025-05-17 21:15:28.823353,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s192-WindowsClient.sig
pakchunk10_s193-WindowsClient.pak,102561.0,.pak,2025-05-17 21:16:12.031458,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s193-WindowsClient.pak
pakchunk10_s193-WindowsClient.sig,6.78,.sig,2025-05-17 21:15:47.159609,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s193-WindowsClient.sig
pakchunk10_s194-WindowsClient.pak,102671.51,.pak,2025-05-17 21:16:32.445431,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s194-WindowsClient.pak
pakchunk10_s194-WindowsClient.sig,6.79,.sig,2025-05-17 21:16:05.119142,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s194-WindowsClient.sig
pakchunk10_s195-WindowsClient.pak,102428.54,.pak,2025-05-17 21:16:47.591139,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s195-WindowsClient.pak
pakchunk10_s195-WindowsClient.sig,6.77,.sig,2025-05-17 21:16:17.977494,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s195-WindowsClient.sig
pakchunk10_s196-WindowsClient.pak,102450.55,.pak,2025-05-17 21:16:59.699666,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s196-WindowsClient.pak
pakchunk10_s196-WindowsClient.sig,6.77,.sig,2025-05-17 21:16:38.213925,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s196-WindowsClient.sig
pakchunk10_s197-WindowsClient.pak,104881.1,.pak,2025-05-17 21:17:11.341600,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s197-WindowsClient.pak
pakchunk10_s197-WindowsClient.sig,6.92,.sig,2025-05-17 21:16:59.701663,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s197-WindowsClient.sig
pakchunk10_s198-WindowsClient.pak,103426.94,.pak,2025-05-17 21:17:27.987191,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s198-WindowsClient.pak
pakchunk10_s198-WindowsClient.sig,6.83,.sig,2025-05-17 21:17:11.343621,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s198-WindowsClient.sig
pakchunk10_s199-WindowsClient.pak,107779.63,.pak,2025-05-17 21:17:44.388270,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s199-WindowsClient.pak
pakchunk10_s199-WindowsClient.sig,7.1,.sig,2025-05-17 21:17:27.988191,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s199-WindowsClient.sig
pakchunk10_s2-WindowsClient.pak,105154.14,.pak,2025-05-17 21:17:53.792528,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s2-WindowsClient.pak
pakchunk10_s2-WindowsClient.sig,6.94,.sig,2025-05-17 21:17:44.390271,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s2-WindowsClient.sig
pakchunk10_s20-WindowsClient.pak,103813.27,.pak,2025-05-17 21:18:05.498084,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s20-WindowsClient.pak
pakchunk10_s20-WindowsClient.sig,6.86,.sig,2025-05-17 21:17:53.794529,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s20-WindowsClient.sig
pakchunk10_s200-WindowsClient.pak,105114.34,.pak,2025-05-17 21:18:15.625692,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s200-WindowsClient.pak
pakchunk10_s200-WindowsClient.sig,6.93,.sig,2025-05-17 21:18:05.499084,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s200-WindowsClient.sig
pakchunk10_s201-WindowsClient.pak,102948.21,.pak,2025-05-17 21:18:23.921313,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s201-WindowsClient.pak
pakchunk10_s201-WindowsClient.sig,6.8,.sig,2025-05-17 21:18:11.400441,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s201-WindowsClient.sig
pakchunk10_s202-WindowsClient.pak,102473.27,.pak,2025-05-17 21:18:38.550904,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s202-WindowsClient.pak
pakchunk10_s202-WindowsClient.sig,6.77,.sig,2025-05-17 21:18:18.491949,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s202-WindowsClient.sig
pakchunk10_s203-WindowsClient.pak,106803.34,.pak,2025-05-17 21:18:47.376732,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s203-WindowsClient.pak
pakchunk10_s203-WindowsClient.sig,7.04,.sig,2025-05-17 21:18:27.411073,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s203-WindowsClient.sig
pakchunk10_s204-WindowsClient.pak,104197.14,.pak,2025-05-17 21:19:00.329137,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s204-WindowsClient.pak
pakchunk10_s204-WindowsClient.sig,6.88,.sig,2025-05-17 21:18:47.377733,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s204-WindowsClient.sig
pakchunk10_s205-WindowsClient.pak,102463.3,.pak,2025-05-17 21:19:03.673446,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s205-WindowsClient.pak
pakchunk10_s205-WindowsClient.sig,6.77,.sig,2025-05-17 21:19:01.365826,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s205-WindowsClient.sig
pakchunk10_s206-WindowsClient.pak,103485.05,.pak,2025-05-17 21:19:07.984099,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s206-WindowsClient.pak
pakchunk10_s206-WindowsClient.sig,6.83,.sig,2025-05-17 21:19:01.367819,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s206-WindowsClient.sig
pakchunk10_s207-WindowsClient.pak,102628.19,.pak,2025-05-17 21:19:16.104493,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s207-WindowsClient.pak
pakchunk10_s207-WindowsClient.sig,6.78,.sig,2025-05-17 21:19:02.537745,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s207-WindowsClient.sig
pakchunk10_s208-WindowsClient.pak,103567.44,.pak,2025-05-17 21:19:26.573942,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s208-WindowsClient.pak
pakchunk10_s208-WindowsClient.sig,6.84,.sig,2025-05-17 21:19:14.583416,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s208-WindowsClient.sig
pakchunk10_s209-WindowsClient.pak,103158.15,.pak,2025-05-17 21:19:40.971784,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s209-WindowsClient.pak
pakchunk10_s209-WindowsClient.sig,6.81,.sig,2025-05-17 21:19:21.298011,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s209-WindowsClient.sig
pakchunk10_s21-WindowsClient.pak,103535.66,.pak,2025-05-17 21:19:51.016894,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s21-WindowsClient.pak
pakchunk10_s21-WindowsClient.sig,6.84,.sig,2025-05-17 21:19:40.973773,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s21-WindowsClient.sig
pakchunk10_s210-WindowsClient.pak,103482.67,.pak,2025-05-17 21:20:10.519998,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s210-WindowsClient.pak
pakchunk10_s210-WindowsClient.sig,6.83,.sig,2025-05-17 21:19:51.018894,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s210-WindowsClient.sig
pakchunk10_s211-WindowsClient.pak,104254.28,.pak,2025-05-17 21:20:21.708449,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s211-WindowsClient.pak
pakchunk10_s211-WindowsClient.sig,6.88,.sig,2025-05-17 21:20:10.521998,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s211-WindowsClient.sig
pakchunk10_s212-WindowsClient.pak,104411.76,.pak,2025-05-17 21:20:28.310791,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s212-WindowsClient.pak
pakchunk10_s212-WindowsClient.sig,6.89,.sig,2025-05-17 21:20:15.564606,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s212-WindowsClient.sig
pakchunk10_s213-WindowsClient.pak,103920.53,.pak,2025-05-17 21:20:37.806244,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s213-WindowsClient.pak
pakchunk10_s213-WindowsClient.sig,6.86,.sig,2025-05-17 21:20:23.539785,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s213-WindowsClient.sig
pakchunk10_s214-WindowsClient.pak,102493.53,.pak,2025-05-17 21:20:46.407572,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s214-WindowsClient.pak
pakchunk10_s214-WindowsClient.sig,6.77,.sig,2025-05-17 21:20:37.807244,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s214-WindowsClient.sig
pakchunk10_s215-WindowsClient.pak,105816.08,.pak,2025-05-17 21:21:03.879867,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s215-WindowsClient.pak
pakchunk10_s215-WindowsClient.sig,6.98,.sig,2025-05-17 21:20:44.817799,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s215-WindowsClient.sig
pakchunk10_s216-WindowsClient.pak,102811.84,.pak,2025-05-17 21:21:11.184649,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s216-WindowsClient.pak
pakchunk10_s216-WindowsClient.sig,6.79,.sig,2025-05-17 21:21:03.882869,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s216-WindowsClient.sig
pakchunk10_s217-WindowsClient.pak,102596.89,.pak,2025-05-17 21:21:22.148721,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s217-WindowsClient.pak
pakchunk10_s217-WindowsClient.sig,6.78,.sig,2025-05-17 21:21:18.069781,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s217-WindowsClient.sig
pakchunk10_s218-WindowsClient.pak,103022.38,.pak,2025-05-17 21:21:29.336678,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s218-WindowsClient.pak
pakchunk10_s218-WindowsClient.sig,6.8,.sig,2025-05-17 21:21:22.151719,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s218-WindowsClient.sig
pakchunk10_s219-WindowsClient.pak,104854.79,.pak,2025-05-17 21:21:38.676449,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s219-WindowsClient.pak
pakchunk10_s219-WindowsClient.sig,6.92,.sig,2025-05-17 21:21:22.153722,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s219-WindowsClient.sig
pakchunk10_s22-WindowsClient.pak,103164.46,.pak,2025-05-17 21:21:58.295894,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s22-WindowsClient.pak
pakchunk10_s22-WindowsClient.sig,6.81,.sig,2025-05-17 21:21:38.677449,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s22-WindowsClient.sig
pakchunk10_s220-WindowsClient.pak,104030.1,.pak,2025-05-17 21:21:59.150011,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s220-WindowsClient.pak
pakchunk10_s220-WindowsClient.sig,6.87,.sig,2025-05-17 21:21:58.297891,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s220-WindowsClient.sig
pakchunk10_s221-WindowsClient.pak,103944.26,.pak,2025-05-17 21:22:11.912303,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s221-WindowsClient.pak
pakchunk10_s221-WindowsClient.sig,6.86,.sig,2025-05-17 21:21:58.299893,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s221-WindowsClient.sig
pakchunk10_s222-WindowsClient.pak,102658.02,.pak,2025-05-17 21:22:24.820371,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s222-WindowsClient.pak
pakchunk10_s222-WindowsClient.sig,6.79,.sig,2025-05-17 21:22:00.470326,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s222-WindowsClient.sig
pakchunk10_s223-WindowsClient.pak,104644.65,.pak,2025-05-17 21:22:35.225486,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s223-WindowsClient.pak
pakchunk10_s223-WindowsClient.sig,6.91,.sig,2025-05-17 21:22:23.041287,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s223-WindowsClient.sig
pakchunk10_s224-WindowsClient.pak,103506.47,.pak,2025-05-17 21:22:52.015149,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s224-WindowsClient.pak
pakchunk10_s224-WindowsClient.sig,6.84,.sig,2025-05-17 21:22:35.226486,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s224-WindowsClient.sig
pakchunk10_s225-WindowsClient.pak,103771.87,.pak,2025-05-17 21:23:08.222608,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s225-WindowsClient.pak
pakchunk10_s225-WindowsClient.sig,6.85,.sig,2025-05-17 21:22:39.468369,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s225-WindowsClient.sig
pakchunk10_s226-WindowsClient.pak,105126.4,.pak,2025-05-17 21:23:13.066488,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s226-WindowsClient.pak
pakchunk10_s226-WindowsClient.sig,6.93,.sig,2025-05-17 21:23:07.948768,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s226-WindowsClient.sig
pakchunk10_s227-WindowsClient.pak,102420.26,.pak,2025-05-17 21:23:17.966378,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s227-WindowsClient.pak
pakchunk10_s227-WindowsClient.sig,6.77,.sig,2025-05-17 21:23:14.666046,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s227-WindowsClient.sig
pakchunk10_s228-WindowsClient.pak,103141.45,.pak,2025-05-17 21:23:29.168396,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s228-WindowsClient.pak
pakchunk10_s228-WindowsClient.sig,6.81,.sig,2025-05-17 21:23:14.667977,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s228-WindowsClient.sig
pakchunk10_s229-WindowsClient.pak,102520.16,.pak,2025-05-17 21:23:49.087611,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s229-WindowsClient.pak
pakchunk10_s229-WindowsClient.sig,6.77,.sig,2025-05-17 21:23:43.573651,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s229-WindowsClient.sig
pakchunk10_s23-WindowsClient.pak,104029.45,.pak,2025-05-17 21:23:54.579801,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s23-WindowsClient.pak
pakchunk10_s23-WindowsClient.sig,6.87,.sig,2025-05-17 21:23:49.089552,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s23-WindowsClient.sig
pakchunk10_s230-WindowsClient.pak,102907.81,.pak,2025-05-17 21:24:09.742112,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s230-WindowsClient.pak
pakchunk10_s230-WindowsClient.sig,6.8,.sig,2025-05-17 21:23:54.581768,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s230-WindowsClient.sig
pakchunk10_s231-WindowsClient.pak,106460.96,.pak,2025-05-17 21:24:20.995070,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s231-WindowsClient.pak
pakchunk10_s231-WindowsClient.sig,7.02,.sig,2025-05-17 21:24:09.743113,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s231-WindowsClient.sig
pakchunk10_s232-WindowsClient.pak,103586.06,.pak,2025-05-17 21:24:36.452246,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s232-WindowsClient.pak
pakchunk10_s232-WindowsClient.sig,6.84,.sig,2025-05-17 21:24:16.572774,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s232-WindowsClient.sig
pakchunk10_s233-WindowsClient.pak,102463.57,.pak,2025-05-17 21:24:50.177384,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s233-WindowsClient.pak
pakchunk10_s233-WindowsClient.sig,6.77,.sig,2025-05-17 21:24:28.752136,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s233-WindowsClient.sig
pakchunk10_s234-WindowsClient.pak,103590.5,.pak,2025-05-17 21:25:07.219840,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s234-WindowsClient.pak
pakchunk10_s234-WindowsClient.sig,6.84,.sig,2025-05-17 21:24:50.179383,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s234-WindowsClient.sig
pakchunk10_s235-WindowsClient.pak,103382.74,.pak,2025-05-17 21:25:16.988868,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s235-WindowsClient.pak
pakchunk10_s235-WindowsClient.sig,6.83,.sig,2025-05-17 21:24:51.875734,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s235-WindowsClient.sig
pakchunk10_s236-WindowsClient.pak,102712.97,.pak,2025-05-17 21:25:35.911538,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s236-WindowsClient.pak
pakchunk10_s236-WindowsClient.sig,6.79,.sig,2025-05-17 21:25:11.462419,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s236-WindowsClient.sig
pakchunk10_s237-WindowsClient.pak,102708.19,.pak,2025-05-17 21:25:51.634255,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s237-WindowsClient.pak
pakchunk10_s237-WindowsClient.sig,6.79,.sig,2025-05-17 21:25:30.925564,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s237-WindowsClient.sig
pakchunk10_s238-WindowsClient.pak,104811.38,.pak,2025-05-17 21:26:02.667130,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s238-WindowsClient.pak
pakchunk10_s238-WindowsClient.sig,6.91,.sig,2025-05-17 21:25:51.636256,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s238-WindowsClient.sig
pakchunk10_s239-WindowsClient.pak,102623.32,.pak,2025-05-17 21:26:16.370196,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s239-WindowsClient.pak
pakchunk10_s239-WindowsClient.sig,6.78,.sig,2025-05-17 21:25:54.291885,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s239-WindowsClient.sig
pakchunk10_s24-WindowsClient.pak,104672.53,.pak,2025-05-17 21:26:29.248131,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s24-WindowsClient.pak
pakchunk10_s24-WindowsClient.sig,6.91,.sig,2025-05-17 21:26:16.374195,C:\Bhavin\Riot Games\VALORANT\live\ShooterGame\Content\Paks\pakchunk10_s24-WindowsClient.sig
